Date,High,Low,Open,Close,Volume,Adj Close
2009-12-31,30.47857093811035,30.079999923706055,30.4471435546875,30.104286193847656,88102700.0,20.073631286621094
2010-01-04,30.64285659790039,30.34000015258789,30.489999771118164,30.572856903076172,123432400.0,20.386072158813477
2010-01-05,30.79857063293457,30.464284896850586,30.657142639160156,30.625713348388672,150476200.0,20.421321868896484
2010-01-06,30.747142791748047,30.10714340209961,30.625713348388672,30.13857078552246,138040000.0,20.09649085998535
2010-01-07,30.285715103149414,29.864286422729492,30.25,30.082857131958008,119282800.0,20.059337615966797
2010-01-08,30.285715103149414,29.86571502685547,30.042856216430664,30.28285789489746,111902700.0,20.19270133972168
2010-01-11,30.428571701049805,29.77857208251953,30.399999618530273,30.015714645385742,115557400.0,20.014568328857422
2010-01-12,29.96714210510254,29.488571166992188,29.88428497314453,29.674285888671875,148614900.0,19.786903381347656
2010-01-13,30.132856369018555,29.157142639160156,29.695714950561523,30.092857360839844,151473000.0,20.06600570678711
2010-01-14,30.06571388244629,29.860000610351562,30.015714645385742,29.91857147216797,108223500.0,19.949796676635742
2010-01-15,30.22857093811035,29.40999984741211,30.132856369018555,29.41857147216797,148516900.0,19.616390228271484
2010-01-19,30.74142837524414,29.605714797973633,29.761428833007812,30.719999313354492,182501900.0,20.48418617248535
2010-01-20,30.792856216430664,29.928571701049805,30.70142936706543,30.247142791748047,153038200.0,20.16888999938965
2010-01-21,30.472856521606445,29.601428985595703,30.297142028808594,29.724285125732422,152038600.0,19.820241928100586
2010-01-22,29.64285659790039,28.165714263916016,29.540000915527344,28.25,220441900.0,18.83718490600586
2010-01-25,29.242856979370117,28.59857177734375,28.93000030517578,29.010000228881836,266424900.0,19.343957901000977
2010-01-26,30.530000686645508,28.940000534057617,29.421428680419922,29.420000076293945,466777500.0,19.617345809936523
2010-01-27,30.082857131958008,28.50428581237793,29.549999237060547,29.6971435546875,430642100.0,19.802146911621094
2010-01-28,29.35714340209961,28.385713577270508,29.275714874267578,28.469999313354492,293375600.0,18.983882904052734
2010-01-29,28.885713577270508,27.178571701049805,28.7257137298584,27.437143325805664,311488100.0,18.295169830322266
2010-02-01,28.0,27.328571319580078,27.481428146362305,27.818571090698242,187469100.0,18.54950714111328
2010-02-02,28.045713424682617,27.625713348388672,27.98714256286621,27.979999542236328,174585600.0,18.657150268554688
2010-02-03,28.600000381469727,27.7742862701416,27.881427764892578,28.461427688598633,153832000.0,18.978166580200195
2010-02-04,28.338571548461914,27.367143630981445,28.104286193847656,27.435714721679688,189413000.0,18.294219970703125
2010-02-05,28.0,27.264286041259766,27.518571853637695,27.9228572845459,212576700.0,18.61904525756836
2010-02-08,28.268571853637695,27.714284896850586,27.95571517944336,27.731428146362305,119567700.0,18.491403579711914
2010-02-09,28.214284896850586,27.821428298950195,28.059999465942383,28.027143478393555,158221700.0,18.688579559326172
2010-02-10,28.08571434020996,27.751428604125977,27.984285354614258,27.874286651611328,92590400.0,18.58665657043457
2010-02-11,28.535715103149414,27.722856521606445,27.84000015258789,28.381427764892578,137586400.0,18.924821853637695
2010-02-12,28.805713653564453,27.928571701049805,28.301427841186523,28.625713348388672,163867200.0,19.087709426879883
2010-02-16,29.09857177734375,28.788572311401367,28.84857177734375,29.05714225769043,135934400.0,19.37538719177246
2010-02-17,29.187143325805664,28.694286346435547,29.170000076293945,28.935714721679688,109099200.0,19.29442024230957
2010-02-18,29.12714195251465,28.702857971191406,28.804285049438477,28.989999771118164,105706300.0,19.33061981201172
2010-02-19,29.02857208251953,28.729999542236328,28.837142944335938,28.809999465942383,103867400.0,19.210594177246094
2010-02-22,28.928571701049805,28.45571517944336,28.90571403503418,28.631427764892578,97640900.0,19.091524124145508
2010-02-23,28.761428833007812,27.95857048034668,28.571428298950195,28.15142822265625,143773700.0,18.771461486816406
2010-02-24,28.777143478393555,28.26285743713379,28.318571090698242,28.665714263916016,115141600.0,19.114389419555664
2010-02-25,28.979999542236328,28.12714195251465,28.1971435546875,28.85714340209961,166281500.0,19.242027282714844
2010-02-26,29.309999465942383,28.85714340209961,28.911428451538086,29.231428146362305,126865200.0,19.491605758666992
2010-03-01,29.928571701049805,29.350000381469727,29.39285659790039,29.855714797973633,137523400.0,19.907878875732422
2010-03-02,30.118572235107422,29.677143096923828,29.989999771118164,29.83571434020996,141636600.0,19.89454460144043
2010-03-03,29.981428146362305,29.70571517944336,29.84857177734375,29.904285430908203,93013200.0,19.940269470214844
